"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Possui habilitação para dirigir? Qual categoria?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Você teve ao menos um teste positivo para covid-19?","Você conhece alguém que já foi infectado pela covid-19?","Você faz parte do grupo de risco?","Dentre as pessoas que você convive, há ao menos uma pertencente ao grupo de risco?","Você foi vacinado contra a covid-19?","Quais das medidas a seguir você considera eficazes na prevenção à covid-19?","E quais das medidas você efetivamente segue para fins de prevenção?","Como a pandemia afetou sua renda?","Como a pandemia afetou seus estudos?","Como a pandemia afetou seu aprendizado?","Você aprova o formato remoto de ensino?","Você sente mais dificuldades no formato remoto quando comparado ao presencial?","Você acha que a pandemia vai afetar o tempo de conclusão da sua pós graduação?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"11/03/2021 14:19:193","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2012,"FAMEG","Iniciação científica",,,,2,"Não",1,7,"Sim","Excel ou similares, Jamovi","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",163,55,"04/05/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","A e B (moto e carro)","ônibus interestadual",300,4,"Cachorro","Violão, Guitarra, Teclado, Contrabaixo, Flauta","Facebook, Instagram","Não",35,"Natação","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou muito","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",41
"11/03/2021 14:19:194","UFPR","ET - Exatas","Doutorado","Ciências Exatas",2013,"UTFPR","Empresa Júnior",2015,2018,"UTFPR",1,"Não",1,10,"Sim","Excel ou similares, Matlab","Não sei ainda",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",155,45,"17/07/1989","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",2,"Curitiba","B (carro)","Carro/moto próprio",20,3,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Não",56,"Musculação","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Afetou pouco","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",52
"11/03/2021 14:19:195","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2017,"UFPR","Iniciação científica",2018,2020,"UFPR",0,"LACTEC",1,0,"Sim","Excel ou similares, Matlab","Não sei ainda",7,"Conseguir um emprego.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",170,64,"09/07/1995","Bolsista em tempo integral","Com os pais",1,"Curitiba","B (carro)","Carro/moto próprio",10,1,"Não possuo","Teclado","Facebook, Instagram, Linkedin","Não",13,"Futebol","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Não afetou","Estudei mais que o normal","Afetou pouco","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",43
"11/03/2021 14:19:196","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2016,"FAE","Iniciação científica",2017,2019,"UFPR",0,"Não",2,9,"Sim","Excel ou similares, Matlab","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",172,62,"01/09/1994","Estudante","Com o namorado(a)/noivo(a)/cônjuge",1,"Curitiba","B (carro)","Carro/moto próprio",15,1,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",18,"Basquete","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Afetou muito","Não afetou","Afetou pouco","Sim","Sim","Sim",40,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:197","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2015,"UFPR","Iniciação científica",2016,2018,"UFPR",1,"CAPES",2,1,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Conseguir um emprego.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",190,102,"07/03/1992","Bolsista em tempo integral","Com os pais",1,"Curitiba","B (carro)","Transporte público",90,10,"Não possuo","Não toco nenhum instrumento","Nenhuma","Não",21,"Nenhuma","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Extinguiu minha renda","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",43
"11/03/2021 14:19:198","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2019,"IFPR","Iniciação científica",,,,0,"CAPES",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",184,90,"01/12/1998","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",2,"Interior do Paraná","A e B (moto e carro)","A pé",15,2,"Não possuo","Não toco nenhum instrumento","Facebook","Não",33,"Nenhuma","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Afetou moderadamente","Não afetou","Afetou pouco","Sim","Sim","Sim",49,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:199","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2017,"UFPR","Iniciação científica",2018,2020,"UFPR",0,"LACTEC",1,6,"Sim","Excel ou similares, Matlab","Certamente sim",7,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",170,63,"09/07/1995","Bolsista em tempo integral","Com os pais",1,"Curitiba","B (carro)","Carro/moto próprio",5,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",36,"Pilates","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",43,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:200","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Exatas",2019,"Unicesumar ","Iniciação científica, Empresa Júnior",,,"UFPR",0,"Não",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,64,"02/11/1997","Desempregada ","Com os pais",0,"Interior do Paraná","B (carro)","Serviço fretado de van/ônibus",30,4,"Cachorro","Não toco nenhum instrumento","Instagram, Linkedin","Não",12,"Futebol","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Não afetou","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:201","UNILA",,"Doutorado","Ciências Exatas",2016,"UNILA","Iniciação científica, Monitoria",2017,2019,"UNIOESTE",2,"Não",1,5,"Sim","Excel ou similares, Matlab","Certamente sim",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",175,85,"08/08/1993","Trabalho com carteira assinada/Vínculo Formal","Sozinho",3,"Outro País","A (moto)","Transporte público",40,8,"Gato","Não toco nenhum instrumento","Linkedin","Não",43,"Corrida","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Afetou moderadamente","Não afetou","Afetou pouco","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",60
"11/03/2021 14:19:202","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2017,"UDC","Iniciação científica, Monitoria",,,,0,"Não",2,4,"Sim","Excel ou similares, Matlab","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Ofertada pela programa da unila","Não","Sim","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",180,90,"06/07/1985","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Linkedin","Não",57,"Vôlei","Não","Não","Não","Não","Não","Vacinação","Vacinação","Não afetou","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",62
"11/03/2021 14:19:203","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2017,"UFPR","Iniciação científica, Monitoria",2018,2020,"UFPR",0,"CNPQ",1,10,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo SIGA","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",172,74,"02/12/1991","Bolsista em tempo integral","Com os pais",2,"Curitiba","B (carro)","Transporte público",90,5,"Não possuo","Piano","Facebook, Instagram","Não",57,"Caminhada","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",42,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:204","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Exatas",2019,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",2020,2022,"UFPR",0,"Não",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",167,67,"22/04/1997","No momento estou aguardando o edital de bolsas","Pensão, quarto alugado ou algo similar",2,"Interior do Paraná","A e B (moto e carro)","Bicicleta",15,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",6,"Caminhada","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",55,"A da esquerda se chama Kiki, a da direita se chama Bouba.",52
"11/03/2021 14:19:205","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2014,"FASATC","Iniciação científica, Monitoria, Projeto de extensão",,,,4,"Não",1,6,"Sim","Excel ou similares, Matlab","Não sei ainda",5,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Masculino",182,92,"05/09/1988","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",840,0,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",48,"Corrida","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",42,"A da esquerda se chama Bouba, a da direita se chama Kiki.",59
"11/03/2021 14:19:206","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2019,"UNILA","Iniciação científica, Monitoria, Projeto de extensão",2019,2021,"UNILA",1,"Não",1,2,"Não","Excel ou similares, Matlab","Não sei ainda",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",165,78,"10/10/1993","Trabalho ocasional","Sozinho",1,"Outro País","Não","Transporte público",10,6,"Não possuo","Não toco nenhum instrumento","Facebook, Google+, Instagram, Outras","Não",52,"Ciclismo","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou moderadamente","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:207","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2015,"SATC","Iniciação científica, P&D ANEEL",,,,2,"Não",1,0,"Sim","Excel ou similares, Matlab","Não sei ainda",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Masculino",175,85,"01/11/1988","Trabalho por contrato","Sozinho",1,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",900,0,"Não possuo","Não toco nenhum instrumento","Nenhuma","Não",50,"Ciclismo","Não","Não","Não","Não","Não","Vacinação","Vacinação","Extinguiu minha renda","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",50
"11/03/2021 14:19:208","UFPR","TC - Tecnologia","Professor","Ciências Exatas",1996,"EFEI","Iniciação científica, PET, Monitoria",1997,1999,"EFEI",20,"CNPQ",1,14,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por colegas","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",169,69,"13/11/1974","Trabalho com carteira assinada/Vínculo Formal","Com outros familiares",3,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",8,2,"Cachorro","Teclado","Linkedin","Não",45,"Vôlei","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Não afetou","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",55,"A da esquerda se chama Kiki, a da direita se chama Bouba.",55
"11/03/2021 14:19:209","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2014,"UFPR","Iniciação científica, PET, Projeto de extensão",,,,2,"CAPES",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",166,60,"16/12/1989","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",2,"Outro Estado","B (carro)","Carro/moto próprio",20,2,"Não possuo","Não toco nenhum instrumento, Violão","Instagram, Linkedin","Sim",38,"Basquete","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Extinguiu minha renda","Não afetou","Afetou muito","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:210","Não sou aluno de pós graduação","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2015,"UTFPR","Iniciação científica, Projeto de extensão",,,,1,"Não",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",174,70,"08/06/1992","Trabalho com carteira assinada/Vínculo Formal","Com os pais",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",45,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",6,"Ciclismo","Não","Não","Não","Não","Não","Vacinação","Vacinação","Não afetou","Estudei menos que o normal","Não afetou","Não","Sim","Sim",54,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"11/03/2021 14:19:211","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2011,"UFSCar","Iniciação científica, Projeto de extensão",,,,1,"Não",1,1,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",162,56,"05/08/1988","Trabalho com carteira assinada/Vínculo Formal","Sozinho",1,"Outro Estado","B (carro)","Táxi/Aplicativo",10,60,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",14,"Natação","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Afetou muito","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",55,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:212","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Exatas",2015,"UTFPR","Iniciação científica, Projeto de extensão",,,,1,"Não",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por colegas","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",174,70,"08/06/2020","Trabalho com carteira assinada/Vínculo Formal","Com os pais",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",40,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",35,"Corrida","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",51,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:213","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2019,"Unila","Iniciação científica, Projeto de extensão, Empresa Júnior, Centro Acadêmico",,,,0,"Não",2,1,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",165,94,"06/11/1990","Desempregada","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","Não","Transporte público",30,1,"Cachorro","Violão","Facebook, Twitter, Instagram, Linkedin","Não",50,"Basquete","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Não afetou","Estudei menos que o normal","Não afetou","Não","Sim","Sim",40,"A da esquerda se chama Kiki, a da direita se chama Bouba.",47
"11/03/2021 14:19:214","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2014,"UFPR","PET, Escola Piloto",2022,,,1,"CAPES",1,0,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",166,60,"16/12/1989","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",2,"Outro Estado","B (carro)","Carro/moto próprio",20,1,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Sim",8,"Ciclismo","Sim","Sim","Sim","Sim","Sim","Uso de máscaras","Uso de máscaras","Extinguiu minha renda","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",65,"A da esquerda se chama Bouba, a da direita se chama Kiki.",41
