"","ln_instituicao","ln_setorAtuacao","lo_ativAtuacao","ln_setorArea","tc_anoFimGrad","ln_localGrad","ln_progGrad","tc_inicMest","tc_fimMest","ln_localMest","td_artigo","ln_bolsaEstudo","td_estatGrad","td_estatPGrad","lo_soft","ln_enumSoft","lo_importancia","td_notaImport","ln_expectAposPG","ln_conhecTransv","lo_videoTransv","ln_turma","lo_contatoProfDisc","lo_contatoProfColabDisc","ln_medio1","ln_medio2","ln_sexo","tc_altura","tc_peso","dataNasc","ln_tipoTrab","ln_compMoradia","td_numIrmao","ln_origem","ln_tipoHab","ln_tipoTransp","tc_tempoPUniv","td_qtddServTransp","ln_pet","ln_instr","ln_rede","tc_idadeProf","ln_kiki","tc_IMC","tc_idade","id_foto"
"173","ufpr","ag - agrarias","doutorado","ciencias biologicas",2016,"ufpr",NA,2018,2020,"ufpr",2,"capes",1,1,"sim","r","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",178,83,1992-11-27,"bolsista em tempo integral","com os pais",1,"curitiba","b (carro)","transporte publico",15,10,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",60,"A se chama Bouba e B se chama Kiki.",26.1961873500821,28,1
"174","uepg",NA,"doutorado","ciencias biologicas",2015,"uepg","pet; monitoria; projeto de extensao",2018,2020,"uepg",0,"capes",1,10,"sim","spss; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","sim","totalmente em escola particular","ensino medio tradicional","Feminino",162,55,1993-01-14,"bolsista em tempo integral","com os pais",0,"interior","b (carro)","carro/moto proprio",15,1,"nao possuo","nao toco nenhum instrumento","Instagram",62,"A se chama Bouba e B se chama Kiki.",20.9571711629325,28,1
"175","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2019,"ufpr","pet; monitoria",NA,NA,"outro",0,"nao",2,4,"sim","r; sas; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Presencial","sim","sim","totalmente em escola particular","ensino medio tradicional","Masculino",190,90,1996-09-19,"trabalho ocasional","com os pais",4,"curitiba","b (carro)","carro/moto proprio",20,1,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin; Outras",50,"B se chama Bouba e A se chama Kiki.",24.9307479224377,24,2
"176","ufpr","ag - agrarias","doutorado","ciencias biologicas",2017,"outro","projeto de extensao",2018,2020,"outro",2,"nao",2,1,"sim","sas; statistica; excel; sisvar","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",168,78,1996-03-14,"trabalho ocasional","com amigos",3,"outro estado","nao","a pe",25,6,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram",52,"A se chama Bouba e B se chama Kiki.",27.6360544217687,25,2
"177","ufpr","sd - saude","mestrado academico","ciencias biologicas",2016,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,2020,"outro",1,"capes",2,3,"sim","spss; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",193,110,1987-07-28,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",4,"outro estado","b (carro)","carro/moto proprio",40,1,"cachorro","piano; outro","Facebook; Instagram",59,"A se chama Bouba e B se chama Kiki.",29.5309941206475,33,2
"178","ufpr","tc - tecnologia","mestrado profissional","ciencias exatas",2008,"outro","projeto de extensao",NA,NA,"outro",0,"nao",1,2,"sim","minitab; excel; matlab","nao sei ainda",6,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,89,1985-07-26,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"outro estado","a e b (moto e carro)","carro/moto proprio",150,10,"cachorro; passaro","nao toco nenhum instrumento","Facebook; Twitter; Google+; Instagram; Linkedin",42,"B se chama Bouba e A se chama Kiki.",30.7958477508651,35,2
"179","uepg",NA,"doutorado","ciencias biologicas",2012,"outro","monitoria; projeto de extensao",2018,2020,"outro",0,"capes",1,8,"sim","spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",154,52,1990-09-10,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",4,"exterior","nao","a pe",20,2,"nao possuo","nao toco nenhum instrumento","Facebook; Google+; Instagram",50,"B se chama Bouba e A se chama Kiki.",21.9261258222297,30,2
"180","ufpr","et - exatas","mestrado academico","ciencias exatas",2006,"ufpr",NA,NA,NA,"outro",0,"nao",0,0,"sim","excel","nao sei ainda",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",174,80,1978-12-15,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"reg. metr.","a e b (moto e carro)","carro/moto proprio",20,10,"nao possuo","violao","Nenhuma",55,"A se chama Bouba e B se chama Kiki.",26.4235698242833,42,2
"181","unioeste",NA,"mestrado academico","ciencias humanas",2018,"unioeste","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",1,"nao",1,1,"sim","xlstat;prisma;","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio profissionalizante (tecnico)","Masculino",170,64,1990-09-18,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"interior","a e b (moto e carro)","carro/moto proprio",20,1,"cachorro","violao; guitarra; teclado; contrabaixo; bateria; piano","Facebook",45,"B se chama Bouba e A se chama Kiki.",22.1453287197232,30,2
"182","ufpr","sd - saude","doutorado","ciencias biologicas",2023,"ufpr","iniciacao cientifica; monitoria",2015,2017,"ufpr",1,"capes",0,9,"nao","","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","sim","nao","totalmente em escola publica","ensino medio tradicional","Feminino",162,78,1984-08-17,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"outro estado","b (carro)","transporte publico",20,2,"cachorro","teclado","Facebook; Instagram; Linkedin",40,"B se chama Bouba e A se chama Kiki.",29.7210791037951,36,2
"183","unila",NA,"mestrado academico","ciencias exatas",2019,"unicentro","iniciacao cientifica; pet; projeto de extensao",NA,NA,"outro",2,"nao",1,0,"sim","r; statistica; excel","nao sei ainda",9,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",184,76,1995-10-09,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge",1,"interior","b (carro)","carona com amigos",20,3,"gato","nao toco nenhum instrumento","Facebook; Twitter; Google+; Instagram; Linkedin",55,"B se chama Bouba e A se chama Kiki.",22.4480151228733,25,2
"184","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2007,"utfpr","iniciacao cientifica",2008,2010,"ufpr",2,"nao",0,0,"sim","sas","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,65,1986-01-13,"trabalho com carteira assinada/vinculo formal","com outros familiares",1,"outro estado","b (carro)","carro/moto proprio",180,3,"nao possuo","nao toco nenhum instrumento","Instagram",50,"B se chama Bouba e A se chama Kiki.",22.4913494809689,35,2
"185","ufpr","sd - saude","doutorado","ciencias biologicas",2015,"outro","monitoria",2017,2019,"ufpr",1,"nao",1,9,"sim","spss; excel","certamente sim",10,"outro","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,70,1982-11-14,"outro","sozinho",2,"curitiba","a e b (moto e carro)","transporte publico",40,0,"peixe","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",47,"B se chama Bouba e A se chama Kiki.",25.7116620752984,38,2
"186","ufpr","ag - agrarias","mestrado academico","ciencias humanas",2015,"unicentro","iniciacao cientifica; projeto de extensao",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",169,70,1993-12-04,"outro","com o namorado(a)/noivo(a)/conjuge",1,"interior","b (carro)","transporte publico",30,5,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram; Outras",41,"B se chama Bouba e A se chama Kiki.",24.5089457652043,27,2
"187","unioeste",NA,"doutorado","ciencias exatas",2014,"unioeste","iniciacao cientifica; monitoria; projeto de extensao",2015,2017,"unioeste",6,"capes",2,5,"sim","r; minitab; statistica; excel; actionstat","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",186,64,1992-11-13,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"interior","a e b (moto e carro)","a pe",10,0,"cachorro; peixe","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",54,"B se chama Bouba e A se chama Kiki.",18.499248468031,28,2
"188","uepg",NA,"mestrado academico","ciencias biologicas",2019,"uepg","iniciacao cientifica; monitoria",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",159,57,1997-06-10,"outro","com os pais",0,"interior","b (carro)","carro/moto proprio",30,0,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",42,"B se chama Bouba e A se chama Kiki.",22.5465764803607,23,2
"189","ufpr","sp - palotina","mestrado academico","ciencias biologicas",2018,"outro",NA,NA,2021,"outro",0,"nao",1,0,"nao","","certamente sim",10,"conseguir um emprego.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",181,108,1993-08-20,"outro","com os pais",1,"outro estado","b (carro)","a pe",10,0,"nao possuo","outro","Facebook; Twitter; Google+; Instagram",50,"B se chama Bouba e A se chama Kiki.",32.9660266780623,27,2
"190","unioeste","ch - humanas","doutorado","ciencias humanas",1991,"outro","projeto de extensao",2013,2015,"unioeste",7,"nao",2,0,"sim","excel; qgis","certamente sim",10,"outro","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",136,38,1965-04-11,"outro","com outros familiares",1,"outro estado","b (carro)","carro/moto proprio",6,0,"cachorro","nao toco nenhum instrumento","Facebook; Google+",41,"B se chama Bouba e A se chama Kiki.",20.5449826989619,56,2
"191","unicentro",NA,"doutorado","ciencias biologicas",2015,"outro","iniciacao cientifica",2016,2018,"unicentro",1,"nao",1,10,"sim","spss","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","sim","sim","totalmente em escola publica","ensino medio tradicional","Feminino",162,72,1992-04-24,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"interior","nao","carona com amigos",15,12,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",42,"A se chama Bouba e B se chama Kiki.",27.4348422496571,28,2
"192","ufpr","sp - palotina","mestrado academico","ciencias exatas",2017,"outro","iniciacao cientifica",NA,NA,"outro",2,"nao",1,0,"sim","r; excel; matlab","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",178,110,1991-08-29,"outro","com os pais",1,"outro estado","b (carro)","outro",960,0,"nao possuo","violao","Facebook; Instagram; Linkedin",42,"B se chama Bouba e A se chama Kiki.",34.7178386567353,29,2
"193","ufpr","sd - saude","mestrado academico","ciencias biologicas",2016,"outro","iniciacao cientifica; monitoria",NA,NA,"outro",4,"capes",1,8,"sim","spss; excel","nao sei ainda",8,"outro","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",160,60,1986-06-15,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","carro/moto proprio",20,2,"cachorro","nao toco nenhum instrumento","Facebook",38,"A se chama Bouba e B se chama Kiki.",23.4375,34,2
"194","unicentro",NA,"mestrado academico","ciencias biologicas",2019,"unicentro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",0,"capes",2,0,"sim","excel","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","sim","totalmente em escola publica","ensino medio tradicional","Feminino",176,90,1998-02-08,"bolsista em tempo integral","com os pais",2,"interior","b (carro)","carro/moto proprio",25,0,"cachorro","nao toco nenhum instrumento","Facebook; Google+; Instagram",53,"B se chama Bouba e A se chama Kiki.",29.0547520661157,23,2
"195","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2005,"uel","monitoria; projeto de extensao",2007,2009,"ufpr",5,"nao",1,10,"sim","r; sas; statistica; spss; excel","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",182,80,1984-06-10,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","b (carro)","carro/moto proprio",25,5,"cachorro","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",40,"B se chama Bouba e A se chama Kiki.",24.1516725033209,36,2
"196","ufpr","sd - saude","mestrado academico","ciencias humanas",2011,"ufpr","monitoria; projeto de extensao",NA,NA,"outro",2,"nao",1,1,"sim","excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","por alguma outra midia social da ufpr","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",159,74,1977-11-25,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",7,"reg. metr.","b (carro)","transporte publico",45,2,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",43,"A se chama Bouba e B se chama Kiki.",29.270994027135,43,2
"197","unioeste",NA,"doutorado","ciencias biologicas",2012,"outro",NA,2013,2015,"unioeste",0,"nao",1,2,"sim","r; statistica","certamente sim",10,"conseguir um emprego.","por colegas","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,89,1982-05-24,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",2,"interior","a e b (moto e carro)","a pe",15,0,"outro","nao toco nenhum instrumento","Facebook; Instagram",40,"B se chama Bouba e A se chama Kiki.",30.7958477508651,38,2
"198","ufpr","sd - saude","doutorado","ciencias biologicas",2011,"outro","iniciacao cientifica; monitoria",2014,2016,"outro",2,"capes",1,2,"sim","r; spss; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",153,79,1986-11-10,"bolsista em tempo integral","com os pais",2,"curitiba","nao","carona com amigos",20,7,"cachorro","nao toco nenhum instrumento","Facebook",46,"A se chama Bouba e B se chama Kiki.",33.7477038745782,34,2
"199","unicentro",NA,"doutorado","ciencias exatas",2002,"outro","monitoria",2017,2018,"outro",6,"nao",2,2,"sim","r; excel","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",170,75,1974-10-21,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"outro estado","a e b (moto e carro)","carro/moto proprio",15,0,"nao possuo","nao toco nenhum instrumento","Instagram",40,"B se chama Bouba e A se chama Kiki.",25.9515570934256,46,2
"200","unicentro",NA,"doutorado","ciencias exatas",2001,"outro","pet",2004,2006,"outro",5,"nao",2,1,"sim","excel; sisvar","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","outro","Feminino",158,72,1977-12-09,"outro","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","carro/moto proprio",15,0,"nao possuo","nao toco nenhum instrumento","Instagram",45,"B se chama Bouba e A se chama Kiki.",28.8415318058003,43,2
