"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"98","15/03/2021 11:34:22","utfpr",NA,"mestrado profissional","ciencias biologicas",1989,"outro","nao participei",NA,NA,NA,2,"nao",1,9,"sim","spss; excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",173,81,1963-01-27,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","facebook; linkedin","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","nao afetou","sim","nao sei dizer","nao","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",31,58,"S/ barba"
"99","15/03/2021 11:42:02","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2018,"outro","iniciacao cientifica; projeto de extensao",NA,NA,NA,1,"nao",1,0,"nao","nunca usei","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",187,80,1984-04-07,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"interior do parana","b (carro)","carro/moto proprio",30,1,"cachorro; gato; outro","violao; outro","facebook; instagram; linkedin","sim",2,"pilates","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","estudei mais que o normal","afetou moderadamente","sim","sim","nao se dizer","",21,"a da esquerda se chama kiki, a da direita se chama bouba.",40,37,"S/ barba"
"100","15/03/2021 11:58:08","ufpr","et - exatas","mestrado profissional","ciencias exatas",1995,"outro","nao participei",NA,2022,NA,1,"nao",2,0,"sim","excel ou similares","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",185,94,1973-05-06,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","carro/moto proprio",90,2,"cachorro","outro","facebook; twitter; instagram; linkedin","sim",3,"treinamento funcional","nao","sim","sim","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie)","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); tratamento precoce (de qualquer especie)","nao afetou","nao afetou","afetou pouco","sim","sim","sim","",19,"a da esquerda se chama kiki, a da direita se chama bouba.",27,48,"S/ barba"
"101","15/03/2021 12:01:30","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2015,"ufpr","nao participei",NA,NA,NA,0,"nao",1,0,"sim","r; excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","sim","sim","totalmente em escola publica","ensino medio tradicional","Feminino",160,75,1986-07-09,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",4,"curitiba","b (carro)","transporte publico",90,2,"nao possuo","nao toco nenhum instrumento","facebook; instagram","sim",4,"caminhada; ciclismo","nao","sim","sim","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei mais que o normal","afetou muito","sim","sim","sim","",18,"a da esquerda se chama kiki, a da direita se chama bouba.",38,34,"S/ barba"
"102","15/03/2021 12:22:31","ufpr","ag - agrarias","doutorado","ciencias biologicas",2018,"outro","iniciacao cientifica",2018,2020,"outro",0,"nao",1,0,"nao","nunca usei","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",184,124,1995-02-14,"outro","com os pais",2,"curitiba","nao","transporte publico",60,0,"cachorro","nao toco nenhum instrumento","facebook; instagram","sim",7,"caminhada","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou moderadamente","sim","sim","sim","",20,"a da esquerda se chama kiki, a da direita se chama bouba.",36,26,"S/ barba"
"103","15/03/2021 12:24:16","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2002,"outro","nao participei",NA,NA,NA,0,"nao",0,6,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,55,1979-08-25,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"curitiba","b (carro)","carro/moto proprio",30,2,"nao possuo","flauta","facebook; instagram","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos","afetou moderadamente","estudei menos que o normal","afetou muito","sim","nao","sim","",23,"a da esquerda se chama bouba, a da direita se chama kiki.",35,41,"S/ barba"
"104","15/03/2021 13:11:11","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2020,"ufpr","iniciacao cientifica",NA,NA,NA,0,"lactec",1,0,"sim","minitab; excel ou similares; matlab","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,93,1995-09-27,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","a e b (moto e carro)","a pe",45,2,"nao possuo","nao toco nenhum instrumento","instagram; linkedin","sim",5,"caminhada","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou pouco","nao","sim","nao se dizer","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",35,25,"C/ barba"
"105","15/03/2021 13:39:01","ufpr","ag - agrarias","doutorado","ciencias biologicas",2018,"outro","iniciacao cientifica; monitoria; projeto de extensao",2018,2020,"ufpr",2,"nao",1,2,"sim","spss; excel ou similares","certamente sim",10,"conseguir um emprego.","por alguma outra midia social da ufpr","sim","sim","nao","totalmente em escola publica","ensino medio tradicional","Feminino",173,83,1992-11-14,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",6,"outro estado","b (carro)","transporte publico",90,15,"nao possuo","nao toco nenhum instrumento","facebook; instagram; linkedin","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; isolamento social","prefiro nao responder","estudei menos que o normal","afetou muito","sim","sim","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",36,28,"C/ barba"
"106","15/03/2021 13:57:25","uepg",NA,"mestrado academico","ciencias exatas",2017,"uepg","nao participei",NA,NA,NA,1,"nao",1,0,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",160,55,1988-02-12,"outro","com os pais",4,"interior do parana","b (carro)","carro/moto proprio",150,0,"cachorro","nao toco nenhum instrumento","facebook; instagram","sim",3,"caminhada; corrida; ciclismo","nao","nao","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","extinguiu minha renda","nao afetou","afetou pouco","nao sei dizer","sim","nao se dizer","",30,"a da esquerda se chama bouba, a da direita se chama kiki.",27,33,"C/ barba"
"107","15/03/2021 14:07:29","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2014,"ufpr","nao participei",2014,2016,"ufpr",5,"capes",1,14,"sim","spss","nao sei ainda",10,"conseguir um emprego.","por alguma outra midia social da ufpr","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",174,60,1991-11-04,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",4,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro","violao","facebook; instagram; linkedin","nao",1,"caminhada; ciclismo","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei mais que o normal","nao afetou","sim","sim","sim","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",36,29,"C/ barba"
"108","15/03/2021 14:27:18","ufpr","tc - tecnologia","doutorado","ciencias exatas",2017,"ufpr","iniciacao cientifica; projeto de extensao",2018,2020,"ufpr",1,"lactec",1,10,"sim","minitab; excel ou similares","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,130,1992-04-02,"bolsista em tempo integral","com os pais",1,"outro estado","nao","transporte publico",50,1,"gato","nao toco nenhum instrumento","facebook","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","afetou pouco","sim","nao","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",40,29,"C/ barba"
"109","15/03/2021 14:39:14","ufpr","et - exatas","doutorado","ciencias exatas",2016,"outro","iniciacao cientifica; monitoria; projeto de extensao",2016,2018,"ufpr",4,"nao",0,1,"sim","statistica; excel ou similares; matlab","nao sei ainda",9,"conseguir um emprego.","outro","sim","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",164,49,1992-07-21,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","b (carro)","transporte publico",25,4,"nao possuo","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",2,"pilates","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou moderadamente","sim","sim","sim","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",33,28,"C/ barba"
"110","15/03/2021 14:52:21","uepg",NA,"doutorado","ciencias biologicas",2009,"ufpr","monitoria; projeto de extensao",2018,2019,"uepg",1,"nao",1,2,"sim","spss; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,73,1984-10-02,"trabalho com carteira assinada/vinculo formal","sozinho",2,"interior do parana","b (carro)","carro/moto proprio",90,4,"nao possuo","nao toco nenhum instrumento","facebook; instagram","sim",4,"ciclismo; musculacao","nao","sim","nao","sim","sim","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie)","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie)","afetou muito","estudei menos que o normal","afetou muito","sim","nao","sim","",24,"a da esquerda se chama bouba, a da direita se chama kiki.",31,36,"C/ barba"
"111","15/03/2021 15:06:38","ufpr","ch - humanas","doutorado","ciencias humanas",2009,"outro","empresa junior",2015,2017,"ufpr",0,"nao",2,9,"sim","spss; excel ou similares","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",161,54,1987-09-06,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","b (carro)","carro/moto proprio",12,16,"cachorro","teclado; outro","facebook; twitter; linkedin","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","afetou pouco","estudei menos que o normal","afetou pouco","sim","sim","sim","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",36,33,"C/ barba"
"112","15/03/2021 15:24:54","ufpr","ch - humanas","mestrado academico","ciencias humanas",2019,"outro","iniciacao cientifica; projeto de extensao; grupo de estudo informal",NA,NA,NA,1,"nao",2,2,"sim","spss; excel ou similares; gpower; amos","certamente sim",10,"outro","outro","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",193,105,1994-07-27,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","b (carro)","carro/moto proprio",240,0,"cachorro","outro","facebook; instagram; linkedin","sim",2,"caminhada; corrida; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei mais que o normal","afetou pouco","sim","nao","nao","",34,"a da esquerda se chama kiki, a da direita se chama bouba.",27,26,"C/ barba"
